Block,City,Zip,CrimeCode,CrimeDescription,AgencyId,Location 1
1600 159TH AV,SAN LEANDRO,94578,13A,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,ACSO,"(37.70274291, -122.11795167)"
1600 162ND AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69951336, -122.114544)"
1600 162ND AV,SAN LEANDRO,94578,13A,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,ACSO,"(37.69968289, -122.11439938)"
1600 162ND AV,SAN LEANDRO,94578,13A,ASSAULT WITH STUN GUN/TASER,ACSO,"(37.69988162, -122.11416906)"
1600 162ND AV,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.69951336, -122.114544)"
1600 164TH AV,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.69765799, -122.11003571)"
1600 165TH AV,SAN LEANDRO,94578,13A,ASSAULT WITH FIREARM ON PERSON,ACSO,"(37.69545016, -122.10937087)"
1600 165TH AV,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.69545016, -122.10937087)"
1600 165TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69545016, -122.10937087)"
1600 165TH AV,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.69545016, -122.10937087)"
1600 165TH AV,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.69545016, -122.10937087)"
1600 165TH AV,SAN LEANDRO,94578,13A,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,ACSO,"(37.69545016, -122.10937087)"
1600 165TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69545016, -122.10937087)"
1600 165TH AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69545016, -122.10937087)"
1600 165TH AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69545016, -122.10937087)"
1600 165TH AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69545016, -122.10937087)"
1600 165TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69545016, -122.10937087)"
1600 165TH AV,SAN LEANDRO,94578,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.69545016, -122.10937087)"
1600 BROCKTON WY,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.70045263, -122.11454521)"
1600 EAST AV,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67233597, -122.06678169)"
1600 EAST AV,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67233597, -122.06678169)"
1600 E ST,HAYWARD,94541,13B,BATTERY ON PERSON,ACSO,"(37.67432202, -122.06162521)"
1600 FAIRMONT DR,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.7060431, -122.12307968)"
1600 MAUBERT CT,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69926406, -122.11020838)"
1600 MAUBERT CT,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69931603, -122.1101435)"
1600 ORIOLE AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.70417792, -122.12217598)"
1600 ORIOLE AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.70404983, -122.12217962)"
1600 ORIOLE AV,SAN LEANDRO,94578,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.70404983, -122.12217962)"
1600 STROBRIDGE AV,CASTRO VALLEY,94546,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69177401, -122.08996271)"
1600 THRUSH AV,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.70371353, -122.12118331)"
1600 THRUSH AV,SAN LEANDRO,94578,13A,EXHIBIT FIREARM,ACSO,"(37.70321603, -122.12119823)"
1600 THRUSH AV,SAN LEANDRO,94578,11C,AGGRAVATED SEXUAL ASSAULT OF MINOR BY FORCE/ETC,ACSO,"(37.70358982, -122.12122036)"
1600 THRUSH AV,SAN LEANDRO,94578,11C,AGGRAVATED SEXUAL ASSAULT:MINOR:ORAL COP/ETC:FORCE FEAR/ETC,ACSO,"(37.70358982, -122.12122036)"
1600 THRUSH AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.70371353, -122.12118331)"
1600 THRUSH AV,SAN LEANDRO,94578,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.70354318, -122.12122164)"
1600 THRUSH AV,SAN LEANDRO,94578,09A,MURDER,ACSO,"(37.70309165, -122.12120196)"
1600 THRUSH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.70309165, -122.12120196)"
1600 THRUSH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.70385412, -122.12121311)"
1600 THRUSH AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.70371353, -122.12118331)"
1600 THRUSH AV,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.70358982, -122.12122036)"
1600 VIA ESCONDIDO,SAN LORENZO,94580,13A,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,ACSO,"(37.67384282, -122.14405121)"
1600 VIA LACQUA,SAN LORENZO,94580,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67456591, -122.14544018)"
1600 VIA VENTANA,SAN LORENZO,94580,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.67338339, -122.1433419)"
1600 VIA VENTANA,SAN LORENZO,94580,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67338339, -122.1433419)"
1600 VIA VENTANA,SAN LORENZO,94580,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.67338339, -122.1433419)"
16100 ASHLAND AV,SAN LORENZO,94580,13B,BATTERY ON PERSON,ACSO,"(37.69565081, -122.11888696)"
16100 ASHLAND AV,SAN LORENZO,94580,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.69565081, -122.11888696)"
16100 ASHLAND AV,SAN LORENZO,94580,13B,BATTERY ON PERSON,ACSO,"(37.69503654, -122.11893256)"
16100 ASHLAND AV,SAN LORENZO,94580,11D,ANNOY/ETC CHILD UNDER 18,ACSO,"(37.69565081, -122.11888696)"
16100 ASHLAND AV,SAN LORENZO,94580,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69503654, -122.11893256)"
16100 ASHLAND AV,SAN LORENZO,94580,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69503654, -122.11893256)"
16100 ASHLAND AV,SAN LORENZO,94580,100,FALSE IMPRISONMENT W/VIOLENCE/ETC,ACSO,"(37.69574812, -122.11888572)"
16100 ASHLAND AV,SAN LORENZO,94580,13B,ASSAULT ON PERSON,ACSO,"(37.69565081, -122.11888696)"
16100 ASHLAND AV,SAN LORENZO,94580,11A,RAPE/ETC IN CONCERT W/FORCE/VIOLENCE,ACSO,"(37.69503654, -122.11893256)"
16100 ASHLAND AV,SAN LORENZO,94580,11A,ASSAULT W/ INTENT TO COMMIT RAPE,ACSO,"(37.69503654, -122.11893256)"
16100 ASHLAND AV,SAN LORENZO,94580,13B,BATTERY ON PERSON,ACSO,"(37.69565081, -122.11888696)"
16100 ASHLAND AV,SAN LORENZO,94580,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.69503654, -122.11893256)"
16100 ASHLAND AV,SAN LORENZO,94580,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69574812, -122.11888572)"
16100 ASHLAND AV,SAN LORENZO,94580,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69503654, -122.11893256)"
16100 ASHLAND AV,SAN LORENZO,94580,13B,BATTERY ON PERSON,ACSO,"(37.69503654, -122.11893256)"
16100 ASHLAND AV,SAN LORENZO,94580,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.69503654, -122.11893256)"
16100 ASHLAND AV,SAN LORENZO,94580,13B,BATTERY ON PERSON,ACSO,"(37.69565081, -122.11888696)"
16100 ASHLAND AV,SAN LORENZO,94580,13A,ASSAULT W/ INTENT TO COMMIT RAPE,ACSO,"(37.69503654, -122.11893256)"
16100 ASHLAND AV,SAN LORENZO,94580,13B,BATTERY ON PERSON,ACSO,"(37.69565081, -122.11888696)"
16100 ASHLAND AV,SAN LORENZO,94580,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69503654, -122.11893256)"
16100 ASHLAND AV,SAN LORENZO,94580,13A,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,ACSO,"(37.69503654, -122.11893256)"
16100 ASHLAND AV,SAN LORENZO,94580,13A,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,ACSO,"(37.69503654, -122.11893256)"
16100 E 14TH ST,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69710911, -122.11696306)"
16100 E 14TH ST,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69710911, -122.11696306)"
16100 MAUBERT AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.70177106, -122.11368485)"
16100 MAUBERT AV,SAN LEANDRO,94578,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.70177106, -122.11368485)"
16100 MAUBERT AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.70177106, -122.11368485)"
16100 MAUBERT AV,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.70177106, -122.11368485)"
16100 MAUBERT AV,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.70173564, -122.11363326)"
16100 VIA ALAMITOS,SAN LORENZO,94580,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67541056, -122.13423663)"
16100 VIA LUPINE,SAN LORENZO,94580,13A,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,ACSO,"(37.67500873, -122.13497793)"
16100 VIA MEDIA,SAN LORENZO,94580,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67780037, -122.1309608)"
16100 VIA MEDIA,SAN LORENZO,94580,13A,EXHIBIT FIREARM,ACSO,"(37.67780037, -122.1309608)"
16100 VIA PARO,SAN LORENZO,94580,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.67677911, -122.12930372)"
16100 VIA PARO,SAN LORENZO,94580,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.67677911, -122.12930372)"
16200 CALYPSO CT,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69978069, -122.11237673)"
16200 E 14TH ST,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.6966363, -122.11624009)"
16200 E 14TH ST,SAN LEANDRO,94578,13B,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,ACSO,"(37.6964884, -122.11602984)"
16200 E 14TH ST,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.69656436, -122.11618864)"
16200 E 14TH ST,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.6966363, -122.11624009)"
16200 FOOTHILL BL,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.70197966, -122.10984832)"
16200 FOOTHILL BL,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.70197966, -122.10984832)"
16200 FOOTHILL BL,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.70217251, -122.11016287)"
16200 FOOTHILL BL,SAN LEANDRO,94578,13A,EXHIBIT FIREARM,ACSO,"(37.70217251, -122.11016287)"
16200 SARATOGA ST,SAN LEANDRO,94578,13A,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,ACSO,"(37.70322882, -122.10839369)"
16200 VIA ARRIBA,SAN LORENZO,94580,13B,BATTERY ON PERSON,ACSO,"(37.67473015, -122.12509209)"
16200 VIA ARRIBA,SAN LORENZO,94580,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67472358, -122.12508941)"
16200 VIA ARRIBA,SAN LORENZO,94580,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.67473015, -122.12509209)"
16200 VIA ARRIBA,SAN LORENZO,94580,11A,RAPE BY FORCE/FEAR/ETC,ACSO,"(37.67473015, -122.12509209)"
16200 VIA ARRIBA,SAN LORENZO,94580,11C,SEXUAL PENETRATION WITH FORCE/ETC,ACSO,"(37.67473015, -122.12509209)"
16200 VIA ARRIBA,SAN LORENZO,94580,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.67473015, -122.12509209)"
16200 VIA ARRIBA,SAN LORENZO,94580,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.67473015, -122.12509209)"
162ND AV / MATEO ST,SAN LEANDRO,94578,13A,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,ACSO,"(37.69725144, -122.11713858)"
16300 E 14TH ST,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.69586073, -122.11518835)"
16300 E 14TH ST,SAN LEANDRO,94578,13B,BATTERY ON SCHOOL EMPLOYEE,ACSO,"(37.69586073, -122.11518835)"
16300 E 14TH ST,SAN LEANDRO,94578,13B,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,ACSO,"(37.69605364, -122.11546265)"
16300 E 14TH ST,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69586073, -122.11518835)"
16300 E. 14TH ST,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.69586073, -122.11518835)"
16300 E. 14TH ST,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.69586073, -122.11518835)"
16300 E. 14TH ST,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.69586073, -122.11518835)"
16300 FOOTHILL BL,SAN LEANDRO,94578,11D,SEXUAL BATTERY,ACSO,"(37.70055365, -122.10803417)"
16300 FOOTHILL BL,SAN LEANDRO,94578,13A,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,ACSO,"(37.70055365, -122.10803417)"
16300 FOOTHILL BL,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.70055365, -122.10803417)"
16300 FOOTHILL BL,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.70055365, -122.10803417)"
16300 FOOTHILL BL,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.70055365, -122.10803417)"
16300 FOOTHILL BL,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.70069182, -122.108174)"
16300 FOOTHILL BL,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.70055365, -122.10803417)"
16300 FOOTHILL BL,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.70055365, -122.10803417)"
16300 FOOTHILL BL,SAN LEANDRO,94578,13A,MAYHEM,ACSO,"(37.70069182, -122.108174)"
16300 FOOTHILL BL,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.70069182, -122.108174)"
16300 FOOTHILL BL,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.70069182, -122.108174)"
16300 FOOTHILL BL,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.70069182, -122.108174)"
16300 FOOTHILL BL,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.70055365, -122.10803417)"
16300 FOOTHILL BL,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.70055365, -122.10803417)"
16300 HELO DR,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69753961, -122.11175508)"
16300 MATEO ST,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.69635473, -122.11264599)"
16300 MATEO ST,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.69635473, -122.11264599)"
16300 MAUBERT AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.6996443, -122.11064961)"
16300 MAUBERT AV,SAN LEANDRO,94578,13B,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,ACSO,"(37.6996443, -122.11064961)"
16300 MAUBERT AV,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.6996443, -122.11064961)"
16300 MAUBERT AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.6996443, -122.11064961)"
16300 PANORAMIC WY,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.70412902, -122.10530235)"
16300 RIA DR,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69699303, -122.11223774)"
16300 SARATOGA ST,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.70051255, -122.10553928)"
16300 SARATOGA ST,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.70061435, -122.10609694)"
163RD AV / BLANCO ST,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69602036, -122.11538564)"
163RD AV / HELO DR,SAN LEANDRO,94578,13A,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,ACSO,"(37.69602036, -122.11538564)"
163RD AV / LIBERTY ST,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.70026187, -122.11024021)"
163RD AV / MATEO ST,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.69602036, -122.11538564)"
163RD AV / MAUBERT AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69975321, -122.1108549)"
163RD OFF I580 EB / I580 EB,SAN LEANDRO,94578,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.70239674, -122.11230365)"
163RD OFF I580 EB / I580 EB,SAN LEANDRO,94578,13A,ADW NOT A FIREARM ON P.O./FIREFIGHTER:GBI LIKELY,ACSO,"(37.70239674, -122.11230365)"
16400 E 14TH ST,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.69384777, -122.11232163)"
16400 E 14TH ST,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.69367411, -122.11201211)"
16400 E 14TH ST,SAN LEANDRO,94578,13A,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,ACSO,"(37.69384777, -122.11232163)"
16400 KENT AV,SAN LORENZO,94580,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69105426, -122.11418325)"
16400 SARATOGA ST,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.70066617, -122.10571438)"
16500 E 14TH ST,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.69274265, -122.11070089)"
16500 E 14TH ST,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69274265, -122.11070089)"
16500 E 14TH ST,SAN LEANDRO,94578,13A,EXHIBIT FIREARM,ACSO,"(37.6929347, -122.11097226)"
16500 E 14TH ST,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69323221, -122.11144626)"
16500 E 14TH ST,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.69274265, -122.11070089)"
16500 FOOTHILL BL,SAN LEANDRO,94578,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.69894967, -122.1065414)"
16500 FOOTHILL BL,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69894967, -122.1065414)"
16500 FOOTHILL BL,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.69894967, -122.1065414)"
16500 FOOTHILL BL,SAN LEANDRO,94578,13B,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,ACSO,"(37.69894967, -122.1065414)"
16500 FOOTHILL BL,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69894967, -122.1065414)"
16500 FOOTHILL BL,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.69876528, -122.10638653)"
16500 FOOTHILL BL,SAN LEANDRO,94578,100,FALSE IMPRISONMENT,ACSO,"(37.69894967, -122.1065414)"
16500 FOOTHILL BL,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69894967, -122.1065414)"
16500 FOOTHILL BL,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.69894967, -122.1065414)"
16500 FOOTHILL BL,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69894967, -122.1065414)"
16500 LOS BANOS ST,SAN LEANDRO,94578,13A,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,ACSO,"(37.69535316, -122.10654204)"
16500 PAGE ST,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.70187029, -122.10332339)"
16500 ROLANDO AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.70156944, -122.1023662)"
16500 RUSSELL CT,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69901141, -122.10338837)"
16500 TOLEDO WY,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.70118239, -122.10324726)"
16500 WORTHLEY DR,SAN LORENZO,94580,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.66762964, -122.15017025)"
16500 WORTHLEY DR,SAN LORENZO,94580,13A,ADW NOT A FIREARM ON P.O./FIREFIGHTER:GBI LIKELY,ACSO,"(37.66712158, -122.14855098)"
16600 CUMORA AV,SAN LORENZO,94580,13A,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,ACSO,"(37.69090037, -122.11294461)"
16600 CUMORA AV,SAN LORENZO,94580,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69086513, -122.112945)"
16600 CUMORA AV,SAN LORENZO,94580,11A,RAPE BY FORCE/FEAR/ETC,ACSO,"(37.69086513, -122.112945)"
16600 CUMORA AV,SAN LORENZO,94580,11A,ASSAULT W/ INTENT TO COMMIT RAPE,ACSO,"(37.69086513, -122.112945)"
16600 EHLE ST,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69667435, -122.10357559)"
16600 FOOTHILL BL,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69661933, -122.10447051)"
16600 KENT AV,SAN LORENZO,94580,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.69179671, -122.11417202)"
16600 KENT AV,SAN LORENZO,94580,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69179671, -122.11417202)"
16700 EHLE ST,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.69608793, -122.1030544)"
16700 EHLE ST,SAN LEANDRO,94578,11C,SEX PENETRATION:FOREIGN OBJ/ETC VICTIM UNAWARE:NATURE OF ACT,ACSO,"(37.69589753, -122.102887)"
16700 EHLE ST,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.69600139, -122.10297831)"
16700 HANNAH DR,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69690199, -122.10266804)"
16700 LIBERTY ST,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.69536117, -122.10506643)"
16700 LOS BANOS ST,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69484829, -122.1060922)"
167TH AV / ELGIN ST,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69207289, -122.10976997)"
167TH AV / LIBERTY ST,SAN LEANDRO,94578,13B,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,ACSO,"(37.69207289, -122.10976997)"
16800 BAR AV,SAN LORENZO,94580,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.68752658, -122.11506653)"
16800 CARRIAGE WY,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69290662, -122.10588761)"
16800 CLINTON AV,SAN LORENZO,94578,13B,BATTERY ON PERSON,ACSO,"(37.68996373, -122.10917822)"
16800 CLINTON AV,SAN LORENZO,94578,13B,BATTERY ON PERSON,ACSO,"(37.69008121, -122.10947992)"
